,Academic,AcademicInstitution,Accommodation,Actor,AdministrativeDivision,Airline,Airport,AirportOperator,Appellation,AppointedRole,Appointee,Appointer,Architect,ArchitectureFirmPartner,ArmedForce,ArtSeries,Astronaut,Astronomer,Athlete,AutomobileCompany,AutomotiveDesigner,Award,AwardDiscipline,AwardJudge,AwardNominee,AwardPresentingOrganization,AwardWinner,BasketballCoach,BasketballConference,BasketballPlayer,BasketballTeam,Bassist,Blog,Blogger,BoardMember,BodyOfWater,Boxer,Brand,Bridge,Broadcast,BroadcastArtist,BroadcastContent,BroadcastDistributor,Building,BuildingComplex,BuildingFunction,CandyBarManufacturer,CauseOfDeath,Celebrity,CelestialObject,Cemetery,Chancellor,Chef,ChemicalCompound,ChivalricOrderMember,CityTown,Collector,College,CollegeCoach,CollegeUniversity,Comedian,ComicBookCreator,ComicBookInker,ComicBookPenciler,ComicBookPublisher,ComicBookSeries,ComicBookWriter,ComicStripArtist,ComicStripSyndicate,Company,CompanyAdvisor,CompanyDivision,CompanyFounder,CompanyShareholder,Composer,ComputerDesigner,ComputerScientist,ConcertTour,Conductor,ConsumerProduct,Country,CricketPlayer,Criminal,Cuisine,Cyclist,DedicatedWork,Dedicatee,Dedicator,Degree,Deity,DietFollower,DisasterVictim,Disease,DiseaseCause,DiseaseOrMedicalCondition,Election,EndorsedProduct,Engine,EnglishCivilParish,EnglishMetropolitanBorough,Facility,FashionDesigner,FashionLabel,FictionalJobTitle,FictionalUniverse,FictionalUniverseCreator,FieldOfStudy,Film,FilmActor,FilmArtDirector,FilmCharacter,FilmCinematographer,FilmCompany,FilmCostumerDesigner,FilmCrewmember,FilmCritic,FilmDirector,FilmDistributor,FilmEditor,FilmFestivalFocus,FilmMusicContributor,FilmProducer,FilmProductionDesigner,FilmScreeningVenue,FilmWriter,FootballCoach,FootballCompetition,FootballLeague,FootballManager,FootballOrganization,FootballPlayer,FootballTeam,FoundingFigure,FrenchDepartment,Game,GameDesigner,GamePublisher,GeographicFeature,GermanState,GermanUrbanDistrict,Golfer,GovernmentAgency,GovernmentalBody,GovernmentalJurisdiction,Governor,Guitarist,HallOfFameInductee,HistoricPlace,Hobbyist,HockeyPlayer,HockeyTeam,HonoraryDegreeRecipient,Hospital,House,HumanLanguage,Illustrator,IndonesianCity,InfectiousDisease,Invention,Inventor,Island,ItalianComune,JapaneseDesignatedCity,JobTitle,Journal,Journalist,Judge,Kingdom,Lake,Legislature,LiterarySchoolOrMovement,Location,LondonBorough,Lyricist,Magazine,ManufacturingPlant,MartialArt,MartialArtist,Mayor,MedicalSpecialty,MedicalTreatment,MemberOfParliament,MembershipOrganization,MeteorologicalService,MilitaryCommander,MilitaryPerson,MilitaryPost,MilitaryUnit,Model,Monarch,Mountain,MountainRange,Mountaineer,Museum,MusicalAlbum,MusicalArtist,MusicalGroup,MusicalGroupMember,MusicalPerformanceRole,NaturalOrCulturalPreservationAgency,Neighborhood,Newspaper,NoblePerson,Non-ProfitOrganisation,OfficeHolder,OlympicAthlete,OlympicBiddingCity,OlympicEvent,OlympicEventCompetition,OlympicHostCity,OlympicVenue,OperaCharacter,OperaDirector,OperatingSystemDeveloper,Orchestra,OrganismClassification,Organization,OrganizationSector,PeriodicalPublisher,Person,Philosopher,Physician,PlaceWithNeighborhoods,Planet,PoliticalAppointer,PoliticalDistrict,PoliticalParty,Politician,President,ProcessorManufacturer,ProductionCompany,Profession,ProfessionalField,ProfessionalSportsTeam,ProgrammingLanguageDesigner,ProgrammingLanguageDeveloper,ProjectParticipant,ProtectedArea,Protein,Protocol,ProtocolProvider,RadioNetwork,RadioStation,RecordLabel,RecordProducer,RecordingEngineer,RecurringCompetition,RecurringEvent,Region,Religion,ReligiousLeader,ReligiousOrganization,RiskFactor,River,RocketEngineDesigner,RocketManufacturer,Saint,School,SchoolDistrict,Scientist,ScottishCouncilArea,Senator,Skyscraper,SoccerClub,Software,SoftwareDeveloper,SoftwareLicense,Songwriter,Soundtrack,SouthKoreanCity,SpaceAgency,SpacecraftManufacturer,Sport,SportsAssociation,SportsFacility,SportsLeagueAwardWinner,SportsLeagueChampionship,SportsOfficial,SportsTeam,Stadium,StarSystemBody,Station,Surgeon,Symptom,TVActor,TVChannel,TVCharacter,TVDirector,TVNetwork,TVPersonality,TVProducer,TVWriter,TelevisionStation,TennisPlayer,TennisTournamentChampion,TheaterActor,TheaterDirector,TheatricalComposer,TheatricalLyricist,TouristAttraction,TradeUnion,TransportOperator,TransportTerminus,U.S.Congressperson,USCounty,USPresident,USState,USTerritory,USVicePresident,University,VentureFundedCompany,VideoGameActor,VideoGameDesigner,VideoGameDeveloper,VideoGamePublisher,VisualArtist,Waterfall,Website,WineRegion,Wrestler,Writer
Andy_7345,,,,0.482948,0.426062,,,,,,,,,,,,,,3.195944,,,,,,0.482948,,0.482948,,,,,,,,,,,,,,0.480573,,,,,,,,0.482948,,,,,,0.555396,,,,,,,,,,,,,,,0.696181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.426062,,,,,,,,,2.239265,,,0.63132,,,,,,,,,,0.482948,,,,,,,0.961425,,10.228722,0.696181,,,,,,,,,,,,1.057382,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.124614,,,,,,,,,,,,,,,,,,,,,,,,0.480573,0.480573,,,,,,,,,1.451864,0.426062,,,,,,,,,,,,,,,,,,,0.63132,,,,,,,,0.696181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696181,,,,,,,,,,,,0.696181,,,0.696181,,,,,,1.471935,,,,,,0.482948,,,,,,,,,,,,,,,,,,,,0.573306,,,,,,,0.573306,,,
supaSIGMA,,0.434507,,0.571927,1.312228,,,,,,,,,,,,,,0.420165,,,,0.492217,,1.447061,0.434507,1.856165,,,0.420165,,,,,,,,,,0.429299,1.918413,,,,,,,,0.438185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.492217,,1.428102,,,,,,,,0.571927,,0.435226,,1.008876,0.571927,,0.421347,0.571927,,,,,,0.571927,,,,,,,,,,,0.457548,,2.160742,0.41343,0.436949,0.571927,,,,,,,,,,,,0.492217,,,,,,,,,,,,,1.729332,,,,,,,,,,,,,,0.41343,,,,,,,,,,3.039772,,0.875134,,,,,,,,0.420165,0.421347,,0.492217,0.874796,,0.889342,,0.434507,,,,,,,,,0.874796,,,0.423553,,0.882887,,,,,,,,0.434507,,,,,,0.429299,,,,,,,0.435226,,,,,,,,,,,,,,,,,0.434507,,,,,,,,,,,,,,,,,,,1.957409,,,0.571927,0.429299,1.041384,0.571927,,,,,,,,,,,,,,0.453449,,0.423553,,,,0.879956,,,,,,,0.445449,,,
runchranda,,0.435195,,,0.83707,,,,,,,,,,,,,,,,,,,,,0.435195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.426381,,,,,,,,,,0.454309,,,,,,,,,,,,,,,,,,,,,,,,,0.83707,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454309,,,,,,,,,,,,,,,,,,,,,,,,0.871795,,0.426381,,,,,,,,,0.382761,,,,,,,0.435195,,,,,,,,,,,,,,,,,,,,,,0.435195,,,,,,,,,,,,,0.454309,,,,,,,,,,0.382761,,,,,,,0.435195,,,,0.429574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.936069,,,,,,,0.500874,,,
GoldAFrancois,,,,,0.630263,,,,,,,,,,,,,,,,,,0.308177,,0.304235,,0.357497,,,,,,,,0.748023,,,,,0.357497,0.304235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84893,,,,,,,,,,,,0.34627,,,,,,,,,,,,,,,,,,,,,,,,,2.36962,,,,,,,,,,,,,,,0.308177,,,,,,,,,,,,,1.094293,,,,,,,,,,,,,,,,,,,,,,,,0.304235,,,,,,,,,,,,,0.308177,,,,,,,,,0.540753,,,,,0.734574,,,,,,,,,,0.540753,,,,,,,,,0.357497,,,,,,,0.34627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357497,,,,,,,,,,,,,,,,,,,,,,0.290173,,,,,,,0.290173,,,
vonzhiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdhillphx,,0.370244,,0.316992,1.420278,,,0.38098,,,,,,,,,,,,0.314068,0.314068,,,,1.31113,1.057807,2.593639,,,,,,,,,,,,,,,,0.661858,0.626015,,,,,0.993522,,,,,,,,,,,,,,,,,,,,,0.687563,,,0.368118,0.306583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313222,,,,1.753948,,,0.353423,,,,,,0.661858,0.43852,,0.308412,0.308412,,0.31893,0.660064,,,,,,,,,,,,,0.313222,,,,0.38098,,2.4128,,0.308412,,0.316747,,,,,,,,,,,,,0.313222,,,,,,,0.677229,,,,2.719915,,,,,,,,,,,,0.35706,,0.351652,,,,,,,,0.939267,,0.943012,,0.308412,,,,0.306583,,,,,,,,0.313222,,,,0.712915,,,0.62333,,,,,,0.633,,,0.983829,,0.760426,,0.342671,,,,,0.342671,0.370244,,,,,,,,,,,,,0.43852,,,,,,,,,,,,,0.760426,,,,1.093895,,,,,0.38098,0.38098,,,,,,,,,,,,,0.67653,,,,,0.368118,0.67653,,,,,,,,,0.626015,,,,0.760426,,,0.311476,,,,1.691844,0.308412,,0.342671,0.342671,1.650458,,0.978929,0.31893,,0.66926
DRBrown3,,,,,2.817788,,,0.705867,0.399683,,,,,,,,,,0.893995,,,,,,0.884925,0.705867,1.462271,,,,0.394481,,,,,,,,,,,,0.401262,,,,,,0.422521,,,,,,,,,,,,0.462404,,,,,,,,,1.095335,,,0.422521,,,,,,,,,,,,,,,0.432683,,,,,,,,,,,,,,,,,,,,,0.884925,,,,,,,,,0.401262,0.96858,,,,,,,,,,0.41745,,0.893995,0.638488,,,,,,,,,,0.705867,0.432683,2.410841,,0.402033,,,,,,,,,,,,,,,,,,,,,,,,0.432683,,2.410841,,,,,,,,,,,,,,,,,,,,,,,,0.402033,,0.402033,,0.432683,,,,,,0.476545,,,,,,,,,,,,,,,,,,,,1.442261,,,,,,0.41145,,0.394481,,,,,,,,,,,,,,,0.96858,,,,,,0.428703,0.428703,,,,,,,,,,0.705867,,,,,0.705867,0.705867,,0.828775,,,,,1.032969,,,,,,0.884925,,,,,0.422521,0.422521,,,,,,,,,,,,,,,,1.442261,,,,0.887233,,,,,,,0.887233,0.399683,,
NebulaShark,,,,,0.348567,,,,,,,,,,,,,,,0.529474,,,,,0.350873,,0.350873,,,,,,,,,,,,,0.808002,,,,,,,,,0.350873,,,,,,,,,,,,,,,,,,,,,,,,0.350873,0.529474,,,,,,,,,,,,,,,,,,,0.386967,,0.386967,,,,,,,,,,,,,,0.350873,,,,,,,,,,0.348567,,,,,,,,,,,,,,,,,,,,,,,,,0.348567,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.348567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.348567,,,,0.386967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.386967,0.350873,,,,,0.350873,0.350873,,,,,,,,,,,,,,,,,,,,0.339771,,,,,,,0.339771,,,
Trill_coyote,,0.390015,,0.304321,0.669947,,,,,,,,,,,,,,0.955373,,,,,,0.290785,0.390015,0.290785,,,0.349364,0.356631,,,,,,,,,,0.290785,,,,,,,,0.290785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314665,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.885992,,,,,,,,,,,,,,,,,,,,,,0.618682,,,,,,,,,,,,,0.314665,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.669947,,,,,,,,,,,,,,,,,,,,,,,,0.581671,,0.581671,,,,,,,,0.349364,,,,,,,,0.390015,,,,,,,,,0.74832,,,0.314665,,,,,,0.333808,,0.356631,,0.390015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.390015,,,,,,,,0.333808,,0.349364,,,0.356631,,,,,,0.94447,,,,,0.290886,,,,,,,,,,,,,,,0.355282,,0.314665,,,,0.787514,,,,,,,0.397499,0.314665,0.290886,
TorresChess,,0.748069,,,1.79439,,,0.38812,,,0.416951,,,,,,,,0.315843,,,,0.317074,,0.596233,0.814691,1.981385,,,,,,,,0.765427,,,0.441095,,,,,0.331301,,,,,,1.680893,,,,,,0.321498,,,,,0.321498,,,,,,,,,,0.709618,,,0.944709,0.369705,,,,,,,,,,,,,0.3192,,,,,,,,,,,,,,,,,,,,0.317074,,0.915466,,,,,,,,,0.331301,0.365083,,,0.348476,,0.438669,,,,,,,,,,0.328598,,,,,,,,0.38812,,1.79439,0.317721,,0.416951,,,,,,,,0.347706,,,,0.317074,,,,,,,,,,,,,1.034287,,0.3192,0.624536,,,,,,,,,,,,,,,,,,,,,0.638433,,0.319233,,,,,,,,,0.328598,,0.317074,0.642932,,0.416951,,0.867666,,,,,,,,,1.081601,,,0.438669,,1.04999,,0.441095,,,,,0.441095,0.867666,,,,,0.441095,,,,,,,,0.365083,,,,,,,,,,,,,0.416951,,,,1.255786,,,,,0.38812,0.38812,,0.321498,,,,,,,,,,,1.332417,,,,,0.596233,0.596233,,,,,,,,,,,,,0.416951,0.753003,,,,,0.321498,2.02268,,,0.441095,0.441095,,,1.155014,,,
CaliLiVe,,,,0.889109,1.353862,,,,,,,,,,,,,,0.946804,,,,,,1.436135,,1.879902,,,0.446953,,,,,,,,,,,0.997907,,,,,,,,1.530624,,,,,,,,,,,,,,,,,,,,,,,,0.54833,,,,,,,,0.911217,,,,,,,,,,,,0.498016,,,,,,,,,,0.501439,,,,,,2.786317,,,,,,,,,,,,,0.446953,,0.573615,,,,,,,1.048181,,0.503354,,,,,,,,,,,1.936202,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.911217,,,,,,,,,,,,,,,,,,,,,,,,3.235714,,1.365587,,,,,,,,0.446953,,,,,,0.54833,,,,,,,,,,,0.573615,,0.54833,1.484832,,1.43978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431102,,,,,,,,,,,,,,0.446953,,,,,,,,,1.891246,,,,,0.460348,,,,,,0.42711,,,,,,,,0.979432,0.442645,,0.911217,,0.54833,,0.44124,,,,,,,,1.484832,,0.450655
elsamuelisrael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CesarGarduno7,,,,,0.979578,,,,,,,0.503743,,,0.429583,,,,2.407287,,,,,,,,0.931848,,,0.443769,,,,,0.451012,,,,,,0.503444,,,,,,,,0.931848,,,,,,,,,,,,,,,,,,,,,0.573557,0.573557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.877017,,,,,,,,,,0.525909,,,,,,,,,0.442102,,0.573557,7.050372,,,,,,,,,,,,,0.979578,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525909,,,,,,,,,,,,,,,,,,,,,,,,0.502371,,0.502371,,,,,,,,1.762579,,,,0.453669,,,,,,,0.453669,,,0.573557,,,,,0.503743,0.453669,,0.934117,0.503743,,,,,,,,,,,,,,,,,,,,0.525909,,0.503444,,,,,,,,,,,,,,,,,,,,,,,1.015659,,0.871874,,,,,,,,,2.322158,,,,,0.502371,,,,,,,,,,,,,,0.503743,,0.503743,,,,,0.564093,,,,,,,,,0.502371,
MudBound,0.250447,,,0.552014,2.1245,,,,0.327064,,,0.495853,,,,,,,,,,,,,1.447795,0.275637,2.874918,,,,,,,,,,,,,0.705204,0.277715,,,0.257304,,,,,1.391634,,,,,,,,,,,,0.249873,,,,,,,,,0.275637,,,0.895781,0.275637,,,,,,,0.251728,,,,,0.257304,,,,,,,,,,,,,,,,,,,,,,,2.173948,,,0.312617,,,,,0.277715,,0.429102,,0.528162,0.552014,,0.278998,0.277715,,,,,,0.277715,,,,,,,0.259458,,,,,,3.306018,0.356716,,0.277715,,,,,,,,0.259458,,,,,,,,,,,,,,,,,2.43763,,,,,,,,,,,,,0.26859,,0.25684,,,,,,,,,0.552014,,,,,,0.275637,,,,,0.278998,,,0.538407,,0.26859,,,,,0.535046,,,0.260759,,0.250447,0.866283,,1.121159,1.751175,,1.801705,0.764443,,,,,,,,,,,,,0.410895,,,,,,,0.429102,,,,,,,,,,,0.250447,,0.369437,,,,,,,,,,,,,,,,,,,,,,,2.212238,,,0.277715,0.410895,1.173496,1.447795,,,,,,,,,0.257304,,,,0.86529,0.25684,0.495853,1.179149,,,,0.251141,,,,,,,0.251141,0.578792,,
gabislike,,,,,1.395685,,,,,,,0.527501,,,,,,0.344823,,,,,,,1.327159,0.483407,2.628189,,,,,,,,0.58341,,,,,,0.969975,,0.371285,,,,,,1.89972,,,,,,,,,,,,,,,,,,,,,,,,,,0.357184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.327159,,,,,,,,0.357184,0.371285,0.723789,,0.336254,0.336254,,0.31945,,,,,,,,,,,,,,,,,,,0.359628,1.980513,,0.315688,0.357184,,,,,,,,,,,,,,,,,,,,,,,0.359628,0.483407,2.674185,,0.357184,,,,,,,,,,,,,,,,,,,,,,1.327159,,1.009126,,,,,,,,0.402244,0.31945,,,0.31945,,,,,,,,,,,,,0.31945,,0.527501,0.353864,,0.527501,0.527501,,,,,,,,,,,,,,,,0.336254,,,,0.723789,,,,,,,,,,,,,,,,,,,0.357184,,,,,,,,,,,,,,,,,2.256904,,,,,,,,,0.402244,0.402244,,,,,,,,,0.527501,0.318032,0.527501,0.353864,,,,0.750332,,,,,,,0.750332,,,0.357184
jupiterml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goddessmatangl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434317,,,,,,,,,0.44163,,,,,,,,,,,,,,,,,,,,,,,,,0.884619,,0.884619,,,,,,,,,,,,,,0.429477,,,,,,,,,,,,,,,,,0.444339,,0.44163,,,,,,,,,,,,,,,,,,,,,,,,0.429477,,,0.884619,0.884619,,,,,,,1.131868,,,,,,,,,,,,,,,,,,,,0.884619,,,,0.520637,,,,1.407916,,,,,,,,,,,,,,,0.520637,,,,,,,,0.44163,1.326249,,0.44163,,,,,,,,,0.611231,,,0.611231,,0.429477,,,,,,,,,,,0.611231,,,0.611231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.884619,,,0.44163,,,,,,,,,,,,,,,,0.44163,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.331394,1.331394,1.331394,,,,,,
BhngFul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HeyLookItsAsh,,0.640281,,,1.088936,,,,,,,,,,,,,,,,,,,,2.012492,0.640281,2.492474,,0.455741,,,,,,,,,,,0.486421,1.974095,,0.558584,,,,,,1.93389,,,,,,,,,,,0.647185,,,,,,,,,,,,,,,0.509452,,,,,,,,,,,,,,,,0.952016,,,,,,,,,,,,,,,,,,1.464643,,,,,,,,0.442564,1.173161,0.630453,,,0.503692,,,,,,,,,,,,,,,,,,,,0.440296,,1.597143,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.529162,,0.509452,,,,,,,,,,,,,,,,,,,,,,3.008093,,1.974095,,0.440296,,,,,0.445115,0.478182,,,,,,,,0.640281,,,,,,,,,,,,0.458483,,,,,,,,,,0.640281,,,,,,,,,0.503692,,,,0.630453,,,,,,,,,,,,,,,,,0.640281,,,,,,,,0.893336,,,,,,,,,,,2.452277,,,,,,,,,0.478182,0.478182,,,,,,,,,,,,0.458483,,,0.647185,1.777942,,,,,,,2.203757,,,
Samynemir,,0.581342,,,2.135514,,,,,,0.668196,0.631738,,,,,,,,,,,,,0.7686,1.484169,3.896681,,,,,,,,1.4008,,,,,0.932665,,,,,,,,,2.068534,,,,,,,0.405909,,,,,,,,,,,,,,0.975107,,,1.145357,0.923737,,,,,,,,,,,,,,0.339713,,,,,,,,,,,,,,,,,,,,,1.522407,,,,,,,,,,0.61609,,,,,0.78886,,,,,,,,,,,,,,,,,,,0.339713,2.545913,,,0.668196,,,,,,,,,,,,,,,,,,,,,0.355847,,0.339713,,1.718612,,,,,,,,,,,,,,,,,,,,,,,,0.348502,,,,0.339713,,0.54698,,,,,,,,0.44435,,0.668196,,0.581342,,,0.54698,,,,0.348502,,1.23321,,0.631738,1.129626,0.333149,2.053741,0.631738,,,,,,,0.581342,,,,,,0.932665,,,,,,,0.61609,,,,,,,,,,,,,1.073501,,,,0.581342,,,,,,,,,,,,,,,,,,,2.793793,,,,0.932665,0.7686,0.7686,,,,,,,,,,,,,1.705239,0.850259,0.631738,0.340766,,,,1.779373,,,,,,,1.198031,0.78886,,
CTACPGH,,,,,0.419971,,,,,,,0.269478,,,,,,,,,,,,,,,0.269478,,,,,,,,,,,,,,,,,0.259176,,,,,0.269478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23048,,0.23048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259176,,,,,,,,,,,,,,,,,,0.679147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23048,,,,,,,0.269478,,,0.269478,0.269478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269478,,,,,,,,,,,,,,,0.259176,,,,0.269478,0.419971,0.269478,,,,,0.344027,,,,,,,0.344027,,,
halwyui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
msmith_news,,0.457696,,0.453134,3.268797,,,,,,,,,,,,,,,,,,,,0.478534,0.457696,0.478534,,,,,,,,0.941462,0.427486,,,,0.478534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.453134,,,0.459373,,,,,,0.478534,0.70884,,,,,0.504272,,,,,,,0.455698,,,,,,,,,,,,,6.144536,,,,,,,,,,,,,,,,,,,,,,0.46619,,,0.427486,,,5.360574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582306,,,,0.457696,,,,,,,,,1.086578,,,2.456068,,0.447887,,,,,,,,0.457696,,,,,,,,,,,,,0.70884,,,,,,,,,,,,,,,,,0.457696,,,,,,,,,,,,,,,,,,,0.914077,,,,0.478534,0.46619,,0.478534,0.478534,,,,,,,0.589184,,,,,,,1.492423,,,,1.009874,,,,,,,0.552178,0.504272,,
tiaret,,,,0.66927,0.695009,,,,,,,0.515616,,,,,,,,,,,,,1.733898,,3.121392,,,,,,,,1.04032,,,,,0.714539,1.041321,,0.505271,0.690859,,,,,2.249514,,,,,,,0.830996,,,,,,,,,,,,,,0.347932,,,0.683653,,0.695398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.733898,,,,,,,,0.691817,0.505271,0.695009,,1.019046,1.019075,,0.873126,1.015465,,,,,,0.725802,,,,,,,0.363678,,,,,,5.05286,,0.669542,0.345894,,,,,,,,0.363678,,,,,,,,,,,,,,,,,4.870593,,0.695398,,,,,,,,,,,,,0.47563,,,,,,,,,1.851662,0.486693,1.851662,,,0.345018,,,,,0.336456,,,,,,,,0.314724,,,,,,,,,0.873126,,0.515616,0.873126,,0.515616,0.515616,0.314724,,,,,0.314724,0.314724,,,,,,0.366607,,,0.695398,,,,0.695009,,,,,,,,,,,,,,0.690859,,,0.314724,0.314724,0.345894,,,,,,,,,,,,,,,,,2.249514,,,0.345923,0.714539,0.368929,1.388004,0.345923,,,,,,,,0.690859,,,,0.515616,,0.515616,,,,,0.940374,0.323648,,,,,,0.940374,1.391105,,
RoleyRisenblunt,,,,0.699591,1.001389,,,,,,,0.569889,,,,,,,0.532568,,,,,,1.712212,,2.20614,,,0.532568,,,,,,,,,,0.493928,1.28264,,,,,,,,1.220712,,,,,,,,,,,,,,,,,,,,,,,,0.688144,,,,,,,,,,,,,,0.569889,,,,,,,,,,,,,,,,,,,,,,2.411803,,0.489985,,,,,,,,0.498975,,,,,,,,,,,,,,,,,,,,,,,,,1.001389,,0.583049,,,,,,,,,,,,,,,,,,,,,,,,,,1.001389,,,,,,,,,,,,,0.569889,1.59843,,,,0.537041,,,,,,1.103404,0.520355,0.583049,,,,,,,,,,,,,,,,,,,,,,,,,,,1.061389,0.502414,,1.061389,1.061389,,,,,,,,,,,,,0.493928,,,,,,,0.498975,,,,,,,,,,,,,,,,,,,,,,,,,,,0.532568,,,,,,,,,2.994852,,,,0.493928,1.920303,0.688144,,,,,,,,,,0.52773,,,0.569889,,1.061389,0.502414,,,,1.210997,,,,,,,0.700554,,,
